"mohcd_development_id","development_name","marketing_address","marketing_zip_code","supervisor_district","city_analysis_marketing","planning_neighborhood","ocii_project_area","lead_agency_account_name","tenure","project_status","development_type","general_housing_program","housing_program_program_name","multiphase_or_multisite_project_name","estimated_actual_construction","total_project_units","income_restricted_resid_units","sro_units_rollup","studios_units_rollup","_1_bedroom_units_rollup","_2_bedroom_units_rollup","_3_bedroom_units_rollup","_4_bedroom_units_rollup","_5_bedroom_units_rollup","treatment_beds","senior_units_rollup","tay_units_rollup","homeless_units_rollup","losp_units_rollup","vash_units_rollup","latitude","longitude","location"
"2015-029","Shipley House","236 Shipley St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2016-06-28T00:00:00.000","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","37.77920866","-122.4036584","POINT (-122.4036584 37.77920866)"
"2004-016","Shipley Square","821 Folsom St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-11-14T00:00:00.000","8","8","0","0","3","4","1","0","0","0","0","0","0","0","0","37.78144189","-122.4013138","POINT (-122.4013138 37.78144189)"
"2005-004","Sister Bernie Galvin Apartments","785 Brannan St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-09-07T00:00:00.000","57","56","0","56","0","0","0","0","0","0","0","0","0","0","0","37.7731938","-122.4024526","POINT (-122.4024526 37.7731938)"
"2016-074","Sister Lillian Murphy Apartments","691 China Basin St","94158","6","Mission Bay","South of Market","Mission Bay","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Mission Bay South","2021-10-20T00:00:00.000","151","151","0","10","34","76","29","1","1","0","0","0","0","0","0","37.77166575","-122.3925855","POINT (-122.3925855 37.77166575)"
"1999-022","SOMA Family Apts (8th & Howard)","1166 Howard St","94103","6","South of Market","South of Market","South of Market","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-04-03T00:00:00.000","74","74","0","0","12","40","22","0","0","0","0","0","0","0","0","37.77685969","-122.4109987","POINT (-122.4109987 37.77685969)"
"2003-025","SOMA Grand","1160 Mission St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2008-03-24T00:00:00.000","29","29","0","0","17","11","1","0","0","0","0","0","0","0","0","37.77844933","-122.412212","POINT (-122.412212 37.77844933)"
"1997-012","SOMA Residences","1045 Mission St","94103","6","South of Market","South of Market","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Securities Program",,"2001-02-13T00:00:00.000","57","56","0","36","20","0","0","0","0","0","0","0","0","0","0","37.77974459","-122.4095399","POINT (-122.4095399 37.77974459)"
"1998-020","SOMA Studios","1190 Howard St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-05-01T00:00:00.000","88","88","0","88","0","0","0","0","0","0","0","0","9","0","0","37.77651737","-122.4114411","POINT (-122.4114411 37.77651737)"
"1984-010","South Beach Marina Apartments","2 Townsend St","94107","6","Financial District/South Beach","South of Market","Rincon Point-South Beach","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","Inclusionary Housing","Affordability Preservation Agreement",,"1989-02-21T00:00:00.000","101","101","0","0","53","48","0","0","0","0","0","0","0","0","0","37.78192732","-122.3890739","POINT (-122.3890739 37.78192732)"
"1981-001c","South Park Scattered Sites - Gran Oriente Filipino","106 South Park St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","South Park Scattered Sites","2023-09-19T00:00:00.000","22","22","22","0","0","0","0","0","0","0","0","0","0","0","0","37.78171497","-122.3942944","POINT (-122.3942944 37.78171497)"
"1981-001b","South Park Scattered Sites - Hotel Madrid","22 South Park St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","South Park Scattered Sites","2022-03-29T00:00:00.000","44","44","42","2","0","0","0","0","0","0","0","0","12","0","0","37.7822157","-122.3934633","POINT (-122.3934633 37.7822157)"
"1981-001a","South Park Scattered Sites - Parkview Hotel","102 South Park St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","South Park Scattered Sites","2023-09-19T00:00:00.000","42","41","39","1","1","0","0","0","0","0","0","0","7","0","0","37.78176295","-122.3942335","POINT (-122.3942335 37.78176295)"
"2015-046","Stage 1075","1075 Market St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-02-23T00:00:00.000","11","11","0","4","5","2","0","0","0","0","0","0","0","0","0","37.78064421","-122.4115057","POINT (-122.4115057 37.78064421)"
"1990-016","Steamboat Point (Parcel K)","49-55 Townsend St","94107","6","Mission Bay","South of Market","Rincon Point-South Beach","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1992-12-01T00:00:00.000","109","108","0","0","51","26","31","0","0","0","0","0","0","0","0","37.78121558","-122.3888627","POINT (-122.3888627 37.78121558)"
"2011-031","Stevenson Lofts","529 Stevenson St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2015-07-23T00:00:00.000","9","9","0","9","0","0","0","0","0","0","0","0","0","0","0","37.78099803","-122.4100583","POINT (-122.4100583 37.78099803)"
"1972-001","Sutter Apartments","1480 Sutter St","94109","2","Western Addition","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1978-06-07T00:00:00.000","67","67","0","24","43","0","0","0","0","0","0","0","0","0","0","37.78743048","-122.4246405","POINT (-122.4246405 37.78743048)"
"2004-036","Sutter Heights","1521 Sutter St","94109","5","Japantown","Western Addition","Western Addition-Area 2","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2008-05-28T00:00:00.000","3","3","0","0","2","1","0","0","0","0","0","0","0","0","0","37.78673253","-122.4258085","POINT (-122.4258085 37.78673253)"
"1997-019","Tabernacle Vista Apartments","2139 O'Farrell St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"2011-02-11T00:00:00.000","22","21","0","7","11","3","0","0","0","0","0","0","0","0","0","37.78204521","-122.4400619","POINT (-122.4400619 37.78204521)"
"2019-022","Tahanan","833 Bryant St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-04-25T00:00:00.000","146","146","0","145","1","0","0","0","0","0","0","0","145","145","0","37.77544534","-122.4029189","POINT (-122.4029189 37.77544534)"
"1998-024","The Beacon","250-260 King St","94107","6","Mission Bay","South of Market","Mission Bay","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2004-10-06T00:00:00.000","27","27","0","4","12","10","1","0","0","0","0","0","0","0","0","37.77759636","-122.3929614","POINT (-122.3929614 37.77759636)"
"2019-019","The Bristol","1 Bristol Ct","94130","6","Treasure Island","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-06-24T00:00:00.000","14","14","0","2","6","5","1","0","0","0","0","0","0","0","0","37.81187556","-122.364658","POINT (-122.364658 37.81187556)"
"2001-015","The Dudley Apartments","172-180 6th St","94103","6","South of Market","South of Market","South of Market","MOHCD","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-12-01T00:00:00.000","75","75","25","27","23","0","0","0","0","0","0","0","16","0","0","37.77983099","-122.4076826","POINT (-122.4076826 37.77983099)"
"2015-037","The George","424 Minna St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","5M","2022-09-29T00:00:00.000","91","91","0","21","31","39","0","0","0","0","0","0","0","0","0","37.7816152","-122.4068235","POINT (-122.4068235 37.7816152)"
"2008-016","The Heights","2829 California St","94115","2","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2013-02-06T00:00:00.000","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","37.78782886","-122.4409236","POINT (-122.4409236 37.78782886)"
"2003-010","The Lansing","50 Lansing St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-07-28T00:00:00.000","10","10","0","0","3","7","0","0","0","0","0","0","0","0","0","37.78606632","-122.3940287","POINT (-122.3940287 37.78606632)"
"2000-007","The Metropolitan","333-355 1st St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2005-08-17T00:00:00.000","34","34","0","5","15","14","0","0","0","0","0","0","0","0","0","37.78703112","-122.3935284","POINT (-122.3935284 37.78703112)"
"2005-025","The Mint Collection","410 Jessie St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Adaptive Reuse","Inclusionary Housing","Inclusionary Housing Program",,"2009-12-11T00:00:00.000","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","37.78317256","-122.4075751","POINT (-122.4075751 37.78317256)"
"2008-005","The Openhouse Community at 55 Laguna (Richardson Hall)","55 Laguna St","94102","8","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Adaptive Reuse","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2017-06-07T00:00:00.000","41","40","0","10","26","4","0","0","0","0","0","0","1","0","0","37.771186","-122.4252906","POINT (-122.4252906 37.771186)"
"1998-015","The Paramount","680 Mission St","94105","6","Financial District/South Beach","Financial District","Yerba Buena Center","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2002-06-19T00:00:00.000","99","99","0","23","61","15","0","0","0","0","0","0","0","0","0","37.7867114","-122.4016251","POINT (-122.4016251 37.7867114)"
"2017-016","The Quinn","345 8th St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-04-22T00:00:00.000","6","6","0","0","4","2","0","0","0","0","0","0","0","0","0","37.77469113","-122.4090911","POINT (-122.4090911 37.77469113)"
"1994-013","The Rose","125 6th St","94103","6","South of Market","South of Market","Not in an OCII Project Area","SFRA","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-01-01T00:00:00.000","76","76","76","0","0","0","0","0","0","0","0","0","0","0","0","37.78085689","-122.4079414","POINT (-122.4079414 37.78085689)"
"2008-009","The San Francisco Shipyard (Blk 50) - Olympia","101 Donahue St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2016-01-26T00:00:00.000","3","3","0","0","0","3","0","0","0","0","0","0","0","0","0","37.7284129","-122.3701931","POINT (-122.3701931 37.7284129)"
"2008-010","The San Francisco Shipyard (Blk 51) - Merchant","451 Donahue St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2016-01-26T00:00:00.000","6","6","0","1","2","3","0","0","0","0","0","0","0","0","0","37.72906601","-122.3696149","POINT (-122.3696149 37.72906601)"
"2008-011a1","The San Francisco Shipyard (Blk 53) - Alma Building 1","263 Friedell St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","37.72806481","-122.3690791","POINT (-122.3690791 37.72806481)"
"2008-011a2","The San Francisco Shipyard (Blk 53) - Alma Building 2","236 Coleman St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","37.7276993","-122.368643","POINT (-122.368643 37.7276993)"
"2008-011b1","The San Francisco Shipyard (Blk 53) - Engel Building 4","50 Jerrold Ave","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-04-11T00:00:00.000","3","3","0","0","1","1","1","0","0","0","0","0","0","0","0","37.72806481","-122.3690789","POINT (-122.3690789 37.72806481)"
"2008-011b2","The San Francisco Shipyard (Blk 53) - Engel Building 5","555 Innes Ave","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","4","4","0","0","2","2","0","0","0","0","0","0","0","0","0","37.72806481","-122.3690788","POINT (-122.3690788 37.72806481)"
"2008-011a3","The San Francisco Shipyard (Blk 54) - Alma Building 3","182 Coleman St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","37.72826883","-122.3682343","POINT (-122.3682343 37.72826883)"
"2008-011c1","The San Francisco Shipyard (Blk 54) - Thayer Building 7","501 Hudson Ave","94124","10","Bayview Hunters Point","South of Market","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","37.72806481","-122.3690786","POINT (-122.3690786 37.72806481)"
"2008-011c2","The San Francisco Shipyard (Blk 54) - Thayer Building 8","570 Innes Ave","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","37.72806481","-122.3690785","POINT (-122.3690785 37.72806481)"
"2008-011c3","The San Francisco Shipyard (Blk 54) - Thayer Building 9","551 Hudson Ave","94124","10","Bayview Hunters Point","South of Market","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","37.72885987","-122.368709","POINT (-122.368709 37.72885987)"
"2008-011d1","The San Francisco Shipyard (Blk 54) - Tides Building 10","123 Avocet Way","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-09-14T00:00:00.000","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","37.72826883","-122.3682339","POINT (-122.3682339 37.72826883)"
"2008-011d2","The San Francisco Shipyard (Blk 54) - Tides Building 11","186 Avocet Way","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","37.72840124","-122.3689042","POINT (-122.3689042 37.72840124)"
"2015-042","The San Francisco Shipyard (Blk 55) - Palisades","528 Hudson Ave","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2019-07-24T00:00:00.000","3","3","0","0","0","0","3","0","0","0","0","0","0","0","0","37.72879699","-122.3681059","POINT (-122.3681059 37.72879699)"
"2015-024","The San Francisco Shipyard (Blk 56/57) - Monarch","51 Innes Ct","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2018-11-13T00:00:00.000","7","7","0","0","3","4","0","0","0","0","0","0","0","0","0","37.72756539","-122.3671478","POINT (-122.3671478 37.72756539)"
"2015-067","The San Francisco Shipyard (Blk 57B) - Landing","10 Innes Ct","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2018-10-29T00:00:00.000","8","8","0","0","3","4","1","0","0","0","0","0","0","0","0","37.72791967","-122.3677968","POINT (-122.3677968 37.72791967)"
"2016-051","The Sutherland","915 Minna St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2020-01-30T00:00:00.000","7","7","0","2","2","2","1","0","0","0","0","0","0","0","0","37.77423339","-122.4156892","POINT (-122.4156892 37.77423339)"
"2016-117","The Vance","830 Eddy St","94109","2","Western Addition","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2024-06-21T00:00:00.000","20","20","0","4","10","6","0","0","0","0","0","0","0","0","0","37.7830519","-122.4215295","POINT (-122.4215295 37.7830519)"
"2005-022","The Wilson","973 Market St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2014-09-08T00:00:00.000","7","7","0","5","2","0","0","0","0","0","0","0","0","0","0","37.78242406","-122.4092331","POINT (-122.4092331 37.78242406)"
"2006-018","Trinity Place Apartments (Phase 1)","1188 Mission St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","Trinity Plaza","2010-05-21T00:00:00.000","12","12","0","2","10","0","0","0","0","0","0","0","0","0","0","37.77815993","-122.412516","POINT (-122.412516 37.77815993)"
"2006-017","Trinity Place Apartments (Phase 2)","1190 Mission St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","Trinity Plaza","2013-10-03T00:00:00.000","63","63","0","50","13","0","0","0","0","0","0","0","0","0","0","37.77791963","-122.4126536","POINT (-122.4126536 37.77791963)"
"2006-006","Trinity Place Apartments (Phase 3)","33 8th St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","Trinity Plaza","2017-10-16T00:00:00.000","82","82","0","3","66","13","0","0","0","0","0","0","0","0","0","37.77787608","-122.4132588","POINT (-122.4132588 37.77787608)"
"2006-005","Trinity Plaza Apartments, (Phase 4)","1167 Market St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","Trinity Plaza","2022-01-28T00:00:00.000","74","74","0","0","13","61","0","0","0","0","0","0","0","0","0","37.77907969","-122.4134295","POINT (-122.4134295 37.77907969)"
"2001-008","True Hope Square","2900-2998 Arelious Walker Dr","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-02-13T00:00:00.000","20","20","0","0","0","20","0","0","0","0","0","0","0","0","0","37.71755127","-122.3859739","POINT (-122.3859739 37.71755127)"
"2006-015","Venn","1844 Market St","94102","8","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2014-10-31T00:00:00.000","14","14","0","0","8","6","0","0","0","0","0","0","0","0","0","37.77155301","-122.4243046","POINT (-122.4243046 37.77155301)"
"2020-039a","Verde (Mission Rock Parcel F)","1070 Bridgeview Way","94158","6","Mission Bay","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","Mission Rock","2024-05-08T00:00:00.000","59","59","0","3","18","35","3","0","0","0","0","0","0","0","0","37.77562336","-122.3896334","POINT (-122.3896334 37.77562336)"
"2008-033","Veterans Commons","150 Otis St","94103","6","Mission","South of Market","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2013-02-20T00:00:00.000","77","76","0","76","0","0","0","0","0","0","0","0","15","0","0","37.77085297","-122.4202778","POINT (-122.4202778 37.77085297)"
"1999-003","Village at Petrini Place","2001 McAllister St","94117","2","Lone Mountain/USF","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2004-01-01T00:00:00.000","13","13","0","0","6","7","0","0","0","0","0","0","0","0","0","37.77671414","-122.4455047","POINT (-122.4455047 37.77671414)"
"1995-010","Walden Adolescent","214 Haight St","94102","5","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1993-05-06T00:00:00.000","12","12","0","0","0","0","0","0","0","12","0","0","0","0","0","37.77294038","-122.4260234","POINT (-122.4260234 37.77294038)"
"2016-038","Washburn Hotel","38-42 Washburn St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1994-09-06T00:00:00.000","22","22","22","0","0","0","0","0","0","0","0","0","0","0","0","37.77528251","-122.4144687","POINT (-122.4144687 37.77528251)"
"2012-015","Waterbend","5880 3rd St","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2011-09-22T00:00:00.000","20","20","0","0","12","8","0","0","0","0","0","0","0","0","0","37.72541336","-122.3945704","POINT (-122.3945704 37.72541336)"
"2003-009","Watermark","501 Beale St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-01-01T00:00:00.000","16","16","0","0","4","11","1","0","0","0","0","0","0","0","0","37.78623679","-122.3889443","POINT (-122.3889443 37.78623679)"
"1991-008","Webster Apartments","650 Webster St","94102","5","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1993-04-02T00:00:00.000","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","37.77676235","-122.4292773","POINT (-122.4292773 37.77676235)"
"2013-040","Westbrook Apartments","40 Harbor Rd","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2019-03-21T00:00:00.000","224","222","0","0","4","59","115","33","11","0","0","0","0","0","0","37.73109299","-122.3752782","POINT (-122.3752782 37.73109299)"
"2002-023","Westbrook Plaza","227-255 7th St","94103","6","South of Market","South of Market","South of Market","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2010-12-20T00:00:00.000","50","49","0","0","14","21","14","0","0","0","0","0","0","0","0","37.77744323","-122.4082831","POINT (-122.4082831 37.77744323)"
"2012-017","Western Park Apts.","1280 Laguna St","94109","2","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2014-12-12T00:00:00.000","182","182","0","39","135","8","0","0","0","0","0","0","0","0","0","37.78268208","-122.4272265","POINT (-122.4272265 37.78268208)"
"2013-041","Westside Courts","2501 Sutter St","94115","5","Japantown","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2019-04-18T00:00:00.000","138","136","0","0","84","24","20","8","0","0","0","0","0","0","0","37.784879","-122.4415903","POINT (-122.4415903 37.784879)"
"2007-005","Willie B Kennedy Senior Housing (Rosa Parks II)","1239 Turk St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2016-08-04T00:00:00.000","99","98","0","32","65","1","0","0","0","0","0","0","0","0","0","37.78063916","-122.4293443","POINT (-122.4293443 37.78063916)"
"1982-003","Woolf House III","240 4th St","94103","6","South of Market","South of Market","Yerba Buena Center","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1997-04-01T00:00:00.000","30","30","0","12","18","0","0","0","0","0","0","0","0","0","0","37.78255533","-122.4020648","POINT (-122.4020648 37.78255533)"
"1999-002","Yerba Buena Lofts","855 Folsom St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2002-01-28T00:00:00.000","20","20","0","4","8","8","0","0","0","0","0","0","0","0","0","37.78084786","-122.4021687","POINT (-122.4021687 37.78084786)"
"2006-022","Zygmunt Arendt House","850 Broderick St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2010-02-23T00:00:00.000","47","47","0","47","0","0","0","0","0","0","0","0","47","31","0","37.77831306","-122.4399276","POINT (-122.4399276 37.77831306)"
