"mohcd_development_id","development_name","marketing_address","marketing_zip_code","supervisor_district","city_analysis_marketing","planning_neighborhood","ocii_project_area","lead_agency_account_name","tenure","project_status","development_type","general_housing_program","housing_program_program_name","multiphase_or_multisite_project_name","estimated_actual_construction","total_project_units","income_restricted_resid_units","sro_units_rollup","studios_units_rollup","_1_bedroom_units_rollup","_2_bedroom_units_rollup","_3_bedroom_units_rollup","_4_bedroom_units_rollup","_5_bedroom_units_rollup","treatment_beds","senior_units_rollup","tay_units_rollup","homeless_units_rollup","losp_units_rollup","vash_units_rollup","latitude","longitude","location"
"2013-014","1601 Mariposa","1601 Mariposa St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Bond Financed Inclusionary Housing",,"2021-03-23T00:00:00.000","60","60","0","15","18","23","4","0","0","0","0","0","0","0","0","37.76352081","-122.3997689","POINT (-122.3997689 37.76352081)"
"1983-011","160 Gardenside","160 Gardenside Dr","94131","8","Twin Peaks","Twin Peaks","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1991-06-27T00:00:00.000","6","2","0","1","1","0","0","0","0","0","0","0","0","0","0","37.75434421","-122.4443082","POINT (-122.4443082 37.75434421)"
"2010-017","1645 Pacific","1645 Pacifc Ave","94109","3","Russian Hill","Nob Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2014-11-12T00:00:00.000","5","5","0","1","0","4","0","0","0","0","0","0","0","0","0","37.79477596","-122.42235","POINT (-122.42235 37.79477596)"
"2015-013","1684 - 1688 Grove Street","1684-1688 Grove St","94117","5","Lone Mountain/USF","Haight Ashbury","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"2016-08-30T00:00:00.000","3","3","0","0","0","2","1","0","0","0","0","0","0","0","0","37.77534926","-122.4443541","POINT (-122.4443541 37.77534926)"
"2021-010","168 Sickles","168 Sickles Ave","94112","11","Outer Mission","Outer Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"2021-11-16T00:00:00.000","12","12","0","0","6","6","0","0","0","0","0","0","0","0","0","37.7100657","-122.4539082","POINT (-122.4539082 37.7100657)"
"1981-011","1701 Broadway","1701 Broadway St","94109","2","Pacific Heights","Pacific Heights","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1981-10-06T00:00:00.000","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","37.7953308","-122.4253327","POINT (-122.4253327 37.7953308)"
"2003-005","170 Off Third","170 King St","94107","6","Mission Bay","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2007-11-29T00:00:00.000","24","24","0","6","11","3","4","0","0","0","0","0","0","0","0","37.778756","-122.3914386","POINT (-122.3914386 37.778756)"
"2003-023","1725 Washington","1725 Washington St","94109","3","Russian Hill","Nob Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-05-10T00:00:00.000","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","37.79292424","-122.4217143","POINT (-122.4217143 37.79292424)"
"1988-003","1738 Mission","1738 Mission St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1991-03-04T00:00:00.000","10","10","0","0","4","0","2","4","0","0","0","0","0","0","0","37.76925661","-122.420374","POINT (-122.420374 37.76925661)"
"2013-034","1760 Bush","1760 Bush St","94109","5","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2018-09-21T00:00:00.000","109","108","0","83","24","1","0","0","0","0","0","0","0","0","0","37.78814088","-122.4263725","POINT (-122.4263725 37.78814088)"
"1993-014","1761-1765 Page","1761 Page St","94117","5","Haight Ashbury","Haight Ashbury","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1994-07-07T00:00:00.000","14","14","14","0","0","0","0","0","0","0","0","0","0","0","0","37.77032981","-122.4496452","POINT (-122.4496452 37.77032981)"
"1980-011","1770 Pacific","1770 Pacific Ave","94109","2","Pacific Heights","Pacific Heights","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1980-02-21T00:00:00.000","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","37.79492694","-122.4244922","POINT (-122.4244922 37.79492694)"
"2016-131","1801 Mission Street","1801 Mission St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2020-09-01T00:00:00.000","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","37.76810733","-122.4197912","POINT (-122.4197912 37.76810733)"
"1981-012","1805 Pine","1805 Pine St","94109","5","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"2017-11-21T00:00:00.000","19","6","0","4","2","0","0","0","0","0","0","0","0","0","0","37.78879116","-122.42563","POINT (-122.42563 37.78879116)"
"2017-046","180 Jones (Land Dedication Site)","180 Jones St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","180  Jones (Land Dedication Site)","2024-02-01T00:00:00.000","70","69","0","69","0","0","0","0","0","0","0","0","35","0","0","37.78282592","-122.4121385","POINT (-122.4121385 37.78282592)"
"2019-004","1830 Alemany","1830 Alemany Blvd","94112","11","Outer Mission","Outer Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-04-11T00:00:00.000","58","58","0","12","14","30","2","0","0","0","0","0","0","0","0","37.72289406","-122.438424","POINT (-122.438424 37.72289406)"
"1983-016","1860 Washington","1860 Washington St","94109","2","Pacific Heights","Pacific Heights","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1983-11-23T00:00:00.000","3","2","0","2","0","0","0","0","0","0","0","0","0","0","0","37.79318858","-122.4239166","POINT (-122.4239166 37.79318858)"
"2018-040","1863 Mission","1863 Mission St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2023-02-21T00:00:00.000","5","5","0","2","1","2","0","0","0","0","0","0","0","0","0","37.76726568","-122.4194447","POINT (-122.4194447 37.76726568)"
"2013-023","1880 Pine","1880 Pine St","94109","2","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2017-09-22T00:00:00.000","114","113","0","97","15","1","0","0","0","0","0","0","0","0","0","37.78896004","-122.4265624","POINT (-122.4265624 37.78896004)"
"2018-030","188 Octavia","188 Octavia St","94102","6","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2023-08-03T00:00:00.000","4","4","0","2","0","2","0","0","0","0","0","0","0","0","0","37.77367424","-122.4236381","POINT (-122.4236381 37.77367424)"
"1991-002","18th & Arkansas","1647 18th St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"1996-03-18T00:00:00.000","6","6","0","0","4","2","0","0","0","0","0","0","0","0","0","37.76188728","-122.398748","POINT (-122.398748 37.76188728)"
"2017-054","1900 Mission","1603 15 St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2024-01-09T00:00:00.000","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","37.76653563","-122.4200907","POINT (-122.4200907 37.76653563)"
"1982-011","1905 Laguna","1905 Laguna St","94115","5","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1988-05-25T00:00:00.000","18","2","0","1","1","0","0","0","0","0","0","0","0","0","0","37.78871841","-122.4290183","POINT (-122.4290183 37.78871841)"
"1993-005","1912 McAllister","1912 McAllister St","94115","2","Lone Mountain/USF","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1994-12-08T00:00:00.000","4","4","0","0","0","0","0","0","0","4","0","0","0","0","0","37.77735074","-122.4436797","POINT (-122.4436797 37.77735074)"
"1984-012","1914-1916 Pine","1914-1916 Pine St","94109","5","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1984-09-20T00:00:00.000","15","2","0","0","2","0","0","0","0","0","0","0","0","0","0","37.78897617","-122.4278096","POINT (-122.4278096 37.78897617)"
"1983-014","1931 Diamond","1931 Diamond St","94131","8","Glen Park","Noe Valley","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1999-12-29T00:00:00.000","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","37.74163372","-122.4352075","POINT (-122.4352075 37.74163372)"
"1985-007","1950 Gough","1950 Gough St","94109","2","Pacific Heights","Pacific Heights","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1985-07-28T00:00:00.000","10","1","0","0","1","0","0","0","0","0","0","0","0","0","0","37.7915578","-122.4256583","POINT (-122.4256583 37.7915578)"
"2013-046","1950 Mission","1950 Mission St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2021-05-25T00:00:00.000","155","155","0","32","36","73","14","0","0","0","0","0","40","40","0","37.76584624","-122.4201887","POINT (-122.4201887 37.76584624)"
"2017-043","198 Valencia","198 Valencia St","94103","8","Mission","Mission","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-09-27T00:00:00.000","4","4","0","1","2","1","0","0","0","0","0","0","0","0","0","37.77005011","-122.4225288","POINT (-122.4225288 37.77005011)"
"1981-007","1998 Broadway","1998 Broadway St","94109","2","Pacific Heights","Pacific Heights","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1981-04-27T00:00:00.000","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","37.79527669","-122.4297672","POINT (-122.4297672 37.79527669)"
"2003-017","199 New Montgomery","199 New Montgomery St","94105","6","Financial District/South Beach","Financial District","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-01-06T00:00:00.000","18","18","0","4","10","4","0","0","0","0","0","0","0","0","0","37.78654094","-122.3991668","POINT (-122.3991668 37.78654094)"
"2017-014","19 Precita","19-23 Precita Ave","94110","9","Bernal Heights","Bernal Heights","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"2019-10-28T00:00:00.000","3","3","0","0","0","0","3","0","0","0","0","0","0","0","0","37.74696606","-122.4184483","POINT (-122.4184483 37.74696606)"
"2015-004","1 Franklin","11 Franklin St","94102","6","Hayes Valley","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2016-07-22T00:00:00.000","4","4","0","1","1","2","0","0","0","0","0","0","0","0","0","37.7744003","-122.4209373","POINT (-122.4209373 37.7744003)"
"2015-027","1 Haight Street","1 Haight St","94102","6","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2020-12-23T00:00:00.000","5","5","0","2","2","1","0","0","0","0","0","0","0","0","0","37.77295341","-122.422427","POINT (-122.422427 37.77295341)"
"2008-013","2000 Ellis Street","2000 Ellis St","94115","5","Western Addition","Western Addition","Western Addition-Area 2","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2013-08-19T00:00:00.000","4","4","0","0","4","0","0","0","0","0","0","0","0","0","0","37.78162069","-122.4394019","POINT (-122.4394019 37.78162069)"
"2003-004b","2000 Post ADUs","2000 Post St","94115","5","Japantown","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","2000 Post","2023-06-15T00:00:00.000","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","37.78522825","-122.4356035","POINT (-122.4356035 37.78522825)"
"2003-004a","2000 Post Apartments","2000 Post St","94115","5","Japantown","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","2000 Post","2008-03-13T00:00:00.000","3","3","0","2","1","0","0","0","0","0","0","0","0","0","0","37.78522825","-122.4356034","POINT (-122.4356034 37.78522825)"
"2000-019","200 Brannan/1 Federal","1 Federal St","94107","6","Financial District/South Beach","South of Market","Rincon Point-South Beach","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2007-06-29T00:00:00.000","51","51","0","23","8","3","15","2","0","0","0","0","0","0","0","37.78422227","-122.3909077","POINT (-122.3909077 37.78422227)"
