id,pin,address,managing_organization,property_status,date_of_acquisition,date_of_disposition,sales_status,sale_offering_status,sale_offering_reason,sq_ft,square_footage_city_estimate,land_value,ward,community_area_number,community_area_name,zoning_classification,zip_code,last_update,application_use,grouped_parcels,application_opens,application_deadline,offer_round,application_url,latitude,longitude
61875,16-24-103-020-0000,1310 S ALBANY AVE,,Owned by City,1991-03-22T00:00:00.000,,,Environmental Status: Requires Further Env. Review,Cat E,0.0,4949.0,29697.0,24,29,NORTH LAWNDALE,RM-5,60623,09/16/2025,Affordable Housing,CL4WF - North Lawndale 1,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.86423694885046,-87.70347982780163
62500,20-10-123-011-0000,5027 S CALUMET AVE,,Owned by City,,,Interest,,,0.0,3361.0,40335.0,3,38,GRAND BOULEVARD,RM-5,60615,09/12/2025,,,,,,,41.80302588462747,-87.61763782283947
8607,16-09-313-004-0000,223 N LATROBE AVE,,Owned by City,1973-09-26T00:00:00.000,,Application(s) Received,,,0.0,3133.0,6267.0,37,25,AUSTIN,RS-3,60644,09/12/2025,,,,,,,41.885093346598346,-87.75611180720442
19755,21-31-225-035-0000,2820 E 83RD ST,,Sold,,2017-04-10T00:00:00.000,,,,0.0,,,7,46,SOUTH CHICAGO,B2-5,60617,09/12/2025,,,,,,,41.74486506703621,-87.55549789513267
21011,20-20-202-003-0000,1053 W 63RD ST,,Owned by City,2006-05-17T00:00:00.000,,Interest,,,0.0,,,16,68,ENGLEWOOD,C1-2,60621,09/12/2025,,,,,,,41.77938945823474,-87.65171280473749
24110,25-05-120-009-0000,8945 S LOOMIS ST,,Owned by City,2000-03-06T00:00:00.000,,Interest,,,0.0,,,21,73,WASHINGTON HEIGHTS,RT-3.5,60620,09/12/2025,,,,,,,41.73083927048802,-87.65770700796433
14214,16-24-104-012-0000,3146 W 15TH ST,DOH,Owned by City,1989-10-03T00:00:00.000,,,Environmental Status: Requires Further Env. Review,Cat E,0.0,3869.0,15477.0,24,29,NORTH LAWNDALE,RM-5,60623,02/09/2026,Affordable Housing,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.86162047876888,-87.70487986921725
14555,20-03-310-020-0000,4412 S CALUMET AVE,DPD Planning,Owned by City,,,Application Closed,Environmental Status: Requires Further Env. Review,C,0.0,6865.0,164754.0,3,38,GRAND BOULEVARD,RM-5,60653,05/19/2026,Market Rate,4412-4418 S. Calumet Ave.,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.814361823277245,-87.61866378547046
12081,17-07-328-045-0000,2339 W WARREN BLVD,DPD Real Estate,Sold,1991-03-19T00:00:00.000,2024-10-18T00:00:00.000,,,,0.0,,,27,28,NEAR WEST SIDE,RT-4,60612,09/12/2025,,,,,,,41.88183211849475,-87.68554624412471
20738,20-20-109-008-0000,6419 S JUSTINE ST,,Owned by City,2010-07-27T00:00:00.000,,Offered,,,0.0,3094.0,9283.0,16,67,WEST ENGLEWOOD,RS-3,60636,10/02/2025,,,,,,,41.77707689161007,-87.66258122249664
18735,20-11-100-016-0000,4735 S COTTAGE GROVE AVE,DPD Planning,Owned by City,1960-08-24T00:00:00.000,,Interest,,,0.0,2501.0,70028.0,4,39,KENWOOD,B3-3,00000,05/01/2026,,,,,,,41.80839272279833,-87.60617076269288
19396,20-28-218-007-0000,7325 S PRINCETON AVE,DPD Large Lots,Sold,,2023-01-24T00:00:00.000,,,,0.0,,,6,69,GREATER GRAND CROSSING,RT-4,60621,09/12/2025,,,,,,,41.76091516361084,-87.63176027200551
62696,20-08-410-022-0000,5253 S ABERDEEN ST,DOH,Owned by City,2004-06-16T00:00:00.000,,Offered,,,0.0,3040.0,10639.0,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.798096588339604,-87.6522056059383
16593,20-16-101-063-0000,5630 S UNION AVE,,Owned by City,2005-09-15T00:00:00.000,,Interest,,,0.0,3146.0,6292.0,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.791581816831176,-87.64300533411682
19256,20-25-132-028-0000,1636 E 75TH ST,,Sold,1995-11-15T00:00:00.000,2008-08-19T00:00:00.000,,,,0.0,,,8,43,SOUTH SHORE,RT-4,60649,09/12/2025,,,,,,,41.75904514891631,-87.5842097695172
61758,16-23-414-014-0000,1829 S SAWYER AVE,DOH,Sold,1978-03-01T00:00:00.000,2023-09-21T00:00:00.000,,,,3123.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.85649441626169,-87.70625387308068
35806,20-16-219-017-0000,5807 S LASALLE ST,,Owned by City,2002-01-09T00:00:00.000,,Interest,,,0.0,,,20,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78865288942126,-87.62877916621075
9288,16-11-307-001-0000,213 N PULASKI RD,,Owned by City,1982-03-09T00:00:00.000,,Interest,,,0.0,,,28,26,WEST GARFIELD PARK,B3-2,0,09/12/2025,,,,,,,41.883647526014435,-87.72540249630953
51242,20-16-406-027-0000,5908 S STATE ST,2FM,Owned by City,2006-12-21T00:00:00.000,,,,,0.0,,,20,40,WASHINGTON PARK,C1-2,60621,09/12/2025,,,,,,,41.786961680704145,-87.62595898201076
23892,25-24-207-002-0000,,Park District,Leased,2001-07-13T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
17684,20-16-303-001-0000,525 W 59TH ST,,Owned by City,,,Interest,,,0.0,,,20,68,ENGLEWOOD,B3-1,60621,09/12/2025,,,,,,,41.78686056289723,-87.63965297712893
34635,14-20-218-041-0000,1052 W WAVELAND AVE,2FM,Owned by City,,,,,,0.0,,,44,06,LAKE VIEW,RM-5,60613,09/12/2025,,,,,,,41.94930082073237,-87.6565680855915
62448,25-09-324-036-0000,732 W 103RD ST,,Owned by City,2011-09-16T00:00:00.000,,Interest,,,0.0,,,21,73,WASHINGTON HEIGHTS,RS-3,60628,09/12/2025,,,,,,,41.707204058794815,-87.64179214145783
24422,25-08-430-040-0000,832 W 103RD ST,,Sold,1994-08-12T00:00:00.000,1999-11-29T00:00:00.000,,,,32807.0,,,21,73,WASHINGTON HEIGHTS,PD 673,60643,09/12/2025,,,,,,,41.70716340957123,-87.64464464778344
19066,20-08-124-041-0000,5038 S JUSTINE ST,,Owned by City,,,Interest,,,0.0,,,20,61,NEW CITY,RT-4,60609,09/12/2025,,,,,,,41.801971512655335,-87.66392777944974
22542,25-25-212-001-0000,,Park District,Leased,2001-11-06T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
22785,26-06-220-044-0000,8956 S BURLEY AVE,CBB Round 1,Sold,2003-01-22T00:00:00.000,2024-05-30T00:00:00.000,Application(s) Received,,,0.0,1940.0,5819.33,10,46,SOUTH CHICAGO,RS-2,60617,10/23/2025,,,,,,,41.732115505849926,-87.54595886552362
17324,20-16-215-012-0000,5729 S LAFAYETTE AVE,,Sold,,,,,,2673.0,,,20,40,WASHINGTON PARK,RS-3,60621,09/12/2025,,,,,,,41.790247330613354,-87.62637088503374
59279,16-04-424-027-0000,5108 W CHICAGO AVE,,Owned by City,2004-06-21T00:00:00.000,,Application(s) Received,,,0.0,3143.0,9430.0,37,25,AUSTIN,B3-1,60651,09/12/2025,,,,,,,41.89524839070656,-87.7536366216149
14336,20-06-408-037-0000,4428 S WOOD ST,DPD Open Space,Sold,2000-02-02T00:00:00.000,2024-12-04T00:00:00.000,Application(s) Received,,,0.0,3006.0,9019.0,15,61,NEW CITY,RS-3,60609,10/22/2025,,,,,,,41.81310137018238,-87.67029537134935
62541,20-09-302-014-0000,5135 S UNION AVE,,Owned by City,2000-01-14T00:00:00.000,,Offered,,,0.0,3124.0,9371.0,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.80055562875857,-87.64251778952273
16906,20-16-411-026-0000,6022 S LASALLE ST,DPD Large Lots,Sold,2002-08-13T00:00:00.000,2024-08-22T00:00:00.000,,,,0.0,,,20,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78474486005063,-87.6293746266674
18366,20-08-307-001-0000,1221 W 51ST ST,DOH,Owned by City,2004-06-16T00:00:00.000,,Interest,,,0.0,,,20,61,NEW CITY,B3-2,60609,09/12/2025,,,,,,,41.80117646099078,-87.65604184605161
7724,13-35-416-048-0000,3254 W WABANSIA AVE,,Sold,1994-04-20T00:00:00.000,2009-04-13T00:00:00.000,,,,3123.0,,,26,23,HUMBOLDT PARK,RS-3,60647,09/12/2025,,,,,,,41.91217987915282,-87.70904890439215
22674,25-35-100-010-0000,500 E 134TH ST,DPD Planning,Sold,2006-03-20T00:00:00.000,2024-05-23T00:00:00.000,Interest,,,0.0,,,10,54,RIVERDALE,RS-3,60827,10/23/2025,,,,,,,41.652795006510225,-87.59352621974075
16470,20-18-214-035-0000,5630 S MARSHFIELD AVE,,Owned by City,2002-10-07T00:00:00.000,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.791245992600835,-87.66608028479064
18264,20-08-304-039-0000,1338 W 52ND ST,DPD Large Lots,Sold,,2017-11-14T00:00:00.000,,,,0.0,,,20,61,NEW CITY,RT-4,60609,09/12/2025,,,,,,,41.7998333118584,-87.65901848788512
21354,20-21-213-026-0000,6528 S STATE ST,2FM,Owned by City,,,,,,0.0,,,20,69,GREATER GRAND CROSSING,M1-2,0,09/12/2025,,,,,,,41.775886363450205,-87.62573232268844
23697,25-22-318-023-0000,11808 S MICHIGAN AVE,,Owned by City,2002-05-28T00:00:00.000,,Application(s) Received,,,0.0,10399.0,25997.0,9,53,WEST PULLMAN,B3-2,60628,05/01/2026,,,,,,,41.679669792217325,-87.62091289730702
11811,16-13-111-023-0000,2842 W ADAMS ST,,Owned by City,,,Application(s) Received,,,0.0,8317.0,16635.0,27,27,EAST GARFIELD PARK,RT-4,60612,09/12/2025,,,,,,,41.878588235863795,-87.6979458446641
9373,16-12-103-001-0000,3123 W HURON ST,,Sold,,,,,,9477.0,,,27,23,HUMBOLDT PARK,PD 855,60612,09/12/2025,,,,,,,41.89352681164023,-87.70510630679085
63052,20-19-203-032-0000,6336 S WOOD ST,,Owned by City,,,Offered,,,0.0,3065.0,6130.0,15,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.77820201983665,-87.66941669881781
8303,16-02-408-032-0000,1148 N CHRISTIANA AVE,,Sold,,,,,,2553.0,,,26,23,HUMBOLDT PARK,B2-5,60651,09/12/2025,,,,,,,41.90223497651097,-87.7109114077164
21666,20-23-107-013-0000,1121 E 63RD ST,,Sold,,2016-06-01T00:00:00.000,,,,0.0,,,20,42,WOODLAWN,PD 1287,60637,09/12/2025,,,,,,,41.78017013871678,-87.59819793598264
50902,20-02-313-062-0000,4515 S ELLIS AVE,DPD Real Estate,Owned by City,1982-05-12T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,1146.0,28641.0,4,39,KENWOOD,RT-4,60653,02/23/2026,Side Yard,,,2025-11-17T00:00:00.000,Q4 2025,https://cocdpd.submittable.com/submit/4ad3cc09-bbfd-469c-b99a-13bb2f725985/view,41.81271572678962,-87.60125034540413
63136,20-10-207-022-0000,430 E 48TH PL,,Owned by City,1992-07-31T00:00:00.000,,Interest,,,0.0,3117.0,23378.0,3,38,GRAND BOULEVARD,RM-5,60615,09/12/2025,,,,,,,41.80694326150877,-87.61501557902052
14609,20-03-201-055-0000,651 E PERSHING RD,,Owned by City,1956-03-14T00:00:00.000,,Interest,,,0.0,,,4,38,GRAND BOULEVARD,B3-3,60653,09/12/2025,,,,,,,41.82358612951291,-87.61068375230312
13962,16-27-201-040-0000,2214 S KOLIN AVE,,Owned by City,1995-12-27T00:00:00.000,,Interest,,,0.0,2646.0,18519.0,22,29,NORTH LAWNDALE,B3-2,60623,09/12/2025,,,,,,,41.850818515991016,-87.73263352257256
61538,20-16-300-042-0000,734 W 60TH ST,,Owned by City,2000-01-14T00:00:00.000,,Interest,,,0.0,,,16,68,ENGLEWOOD,B2-2,60621,09/12/2025,,,,,,,41.785351095841314,-87.6439185236836
20719,20-23-124-016-0000,6616 S GREENWOOD AVE,DOH,Owned by City,1978-08-14T00:00:00.000,,Interest,,,0.0,6286.0,56573.0,20,42,WOODLAWN,RM-5,60637,09/12/2025,,,,,,,41.7744533470113,-87.60006534241867
58846,16-15-205-017-0000,4209 W MONROE ST,,Owned by City,1997-06-20T00:00:00.000,,Interest,,,0.0,,,28,26,WEST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.87943799276728,-87.73106406512154
23647,25-02-401-004-0000,1300 E 92ND ST,,Sold,,,,,,307533.0,,,8,47,BURNSIDE,M3-2,0,09/12/2025,,,,,,,41.72805830256925,-87.59177822191504
7802,13-36-326-001-0000,3047 W WABANSIA AVE,,Sold,,2007-11-30T00:00:00.000,,,,4452.0,,,26,23,HUMBOLDT PARK,RT-3.5,00000,09/12/2025,,,,,,,41.911824306108585,-87.70424127107573
24692,25-09-414-015-0000,10043 S PERRY AVE,,Sold,,,,,,3645.0,,,9,49,ROSELAND,RS-2,60628,09/12/2025,,,,,,,41.71131981705648,-87.62566780399953
16223,17-27-302-020-0000,2824 S WABASH AVE,,Sold,,1999-03-12T00:00:00.000,,,,4970.0,,,3,35,DOUGLAS,C2-3,60616,09/12/2025,,,,,,,41.842598585347424,-87.62572249060456
62478,17-34-318-012-0000,3729 S GILES AVE,DPD Planning,Owned by City,1986-09-17T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,3083.0,73996.0,3,35,DOUGLAS,RM-5,60653,03/04/2026,Residential - Market Rate,RES 3729 - 3733 S GILES AVE,,2025-11-17T00:00:00.000,Q4 2025,https://cocdpd.submittable.com/submit/e55198d0-a432-4229-98e8-c15d8f04d355/view,41.826577846131656,-87.61889084150364
19986,20-29-132-055-0000,7408 S RACINE AVE,,Sold,2002-05-08T00:00:00.000,2007-10-29T00:00:00.000,,,,3123.0,,,17,67,WEST ENGLEWOOD,B1-1,60636,09/12/2025,,,,,,,41.759240226170675,-87.65431811056159
21901,25-24-413-022-0000,,Park District,Leased,2001-07-16T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
21577,20-19-313-017-0000,2214 W 69TH ST,,Owned by City,2005-09-07T00:00:00.000,,Interest,,,0.0,,,16,66,CHICAGO LAWN,M1-1,0,09/12/2025,,,,,,,41.76865901637538,-87.67927360332733
51026,19-11-117-047-0000,3717 W 49TH ST,Other,Owned by City,2008-03-24T00:00:00.000,,,,,0.0,,,14,57,ARCHER HEIGHTS,M1-2,60632,09/12/2025,,,,,,,41.80347388030999,-87.7164997936095
16270,20-17-305-001-0000,1325 W 59TH ST,,Owned by City,2006-01-18T00:00:00.000,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,C1-1,60636,09/12/2025,,,,,,,41.786577519315884,-87.6581448785369
22991,25-25-214-021-0000,,Park District,Leased,2002-01-23T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
58788,16-13-306-027-0000,2911 W FLOURNOY ST,,Owned by City,,,Application Closed,,,0.0,2753.0,16516.0,28,27,EAST GARFIELD PARK,RT-4,60612,02/11/2026,,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.87262133393973,-87.69899368731843
61954,20-23-204-007-0000,6411 S BLACKSTONE AVE,,Owned by City,,,,,,0.0,,,5,42,WOODLAWN,PD 894,60637,09/12/2025,,,,,,,41.77995465813451,-87.5894788126751
23677,25-19-211-033-0000,11250 S VINCENNES AVE,,Sold,,1992-04-26T00:00:00.000,,,,0.0,,,19,75,MORGAN PARK,RS-3,60643,09/12/2025,,,,,,,41.68862199535378,-87.66592105437493
18320,20-10-304-048-0000,5240 S PRAIRIE AVE,,Owned by City,,,Interest,,,0.0,,,3,40,WASHINGTON PARK,RM-5,60615,09/12/2025,,,,,,,41.7989645765116,-87.61981365986259
9527,16-14-411-015-0000,3217 W LEXINGTON ST,,Sold,,,,,,3125.0,,,24,27,EAST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.8716048992722,-87.70662197156184
10843,16-13-303-002-0000,609 S FRANCISCO AVE,,Sold,,,,,,2487.0,,,28,27,EAST GARFIELD PARK,C1-2,0,09/12/2025,,,,,,,41.8734009215598,-87.69832717001086
14701,20-03-316-023-0000,4534 S CALUMET AVE,DOH,Owned by City,1992-07-31T00:00:00.000,,,,,0.0,,,3,38,GRAND BOULEVARD,RM-5,60653,10/22/2025,,,,,,,41.8118670109061,-87.61858107012019
21763,25-28-103-033-0000,11932 S WALLACE ST,,Sold,,,,,,3061.0,,,21,53,WEST PULLMAN,RS-3,60628,09/12/2025,,,,,,,41.67692106357987,-87.6374139469875
15167,20-02-403-036-0000,4628 S LAKE PARK AVE,,Sold,,,,,,37500.0,,,4,39,KENWOOD,PD 640,60653,09/12/2025,,,,,,,41.81044016568417,-87.59409470948422
12385,17-07-413-026-0000,1808 W LAKE ST,,Sold,,,,,,3120.0,,,27,28,NEAR WEST SIDE,PMD-4,60612,09/12/2025,,,,,,,41.88542064072113,-87.672300298786
7578,13-22-422-014-0000,3345 N KEDVALE AVE,DPD Real Estate,Sold,2014-04-22T00:00:00.000,2022-07-11T00:00:00.000,,,,0.0,,,30,16,IRVING PARK,RS-3,60641,09/12/2025,,,,,,,41.94214962276194,-87.73049312293138
18702,20-10-100-027-0000,4722 S WABASH AVE,,Owned by City,,,Interest,,,0.0,,,3,38,GRAND BOULEVARD,RT-4,60615,09/12/2025,,,,,,,41.80851590687034,-87.62491805137324
61801,25-16-329-090-0000,,Obsolete PIN,,,,,,,,,,,,,,,09/12/2025,,,,,,,,
8660,16-10-102-028-0000,4722 W HURON ST,,Owned by City,2003-12-05T00:00:00.000,,Interest,,,0.0,3022.0,7555.0,28,25,AUSTIN,RS-3,60644,09/12/2025,,,,,,,41.89343804953931,-87.74446646850653
35748,20-16-219-036-0000,5740 S PERRY AVE,,Owned by City,,,,,,0.0,,,20,40,WASHINGTON PARK,C2-1,60621,09/12/2025,,,,,,,41.789752031556105,-87.62798783483886
8688,16-10-104-039-0000,4700 W ERIE ST,,Owned by City,2003-04-24T00:00:00.000,,Interest,,,0.0,,,28,25,AUSTIN,RS-3,60644,09/12/2025,,,,,,,41.89256124983237,-87.74360799605658
18863,20-10-110-023-0000,4832 S CALUMET AVE,,Owned by City,1976-01-27T00:00:00.000,,Interest,,,0.0,6856.0,95982.0,3,38,GRAND BOULEVARD,RM-5,60615,09/12/2025,,,,,,,41.80643235955328,-87.61842250707443
34315,20-09-101-049-0000,642 W 47TH PL,,Owned by City,1984-01-20T00:00:00.000,,Interest,,,0.0,,,15,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.80827186468208,-87.64229442853383
61624,20-21-114-037-0000,6443 S EGGLESTON AVE,,Owned by City,1975-05-21T00:00:00.000,,Application Closed,,,0.0,0.0,9567.0,6,68,ENGLEWOOD,RT-4,60621,09/12/2025,,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.776995141589,-87.63594701611747
62657,20-10-206-011-0000,4733 S EVANS AVE,,Owned by City,1995-02-03T00:00:00.000,,Interest,,,0.0,,,4,38,GRAND BOULEVARD,PD 1095,60615,09/12/2025,,,,,,,41.80851451131672,-87.60744185668386
12452,17-07-429-026-0000,1716 W WARREN BLVD,,Sold,1998-10-29T00:00:00.000,2005-08-31T00:00:00.000,,,,2858.0,,,27,28,NEAR WEST SIDE,RM-5,60612,09/12/2025,,,,,,,41.882598784532085,-87.66998621961527
22484,25-24-428-003-0000,,Park District,Leased,2002-05-08T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
58852,19-14-429-026-0000,3434 W 63RD ST,2FM,Owned by City,2006-12-21T00:00:00.000,,,,,0.0,,,14,66,CHICAGO LAWN,PD 832,60629,09/12/2025,,,,,,,41.77915312772277,-87.70944546827559
22583,25-24-428-035-0000,,Park District,Leased,2002-02-26T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
62924,20-17-408-035-0000,6038 S MAY ST,,Owned by City,2006-07-06T00:00:00.000,,Offered,,,0.0,3121.0,15604.0,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78390939665222,-87.65374879518623
21617,20-21-310-028-0000,6818 S NORMAL BLVD,,Owned by City,1996-01-19T00:00:00.000,,Interest,,,0.0,,,6,68,ENGLEWOOD,RT-4,60621,05/19/2026,,,,,,,41.7702171861584,-87.63742130783984
62259,25-19-202-021-0000,11235 S VINCENNES AVE,Chicago Public Schools,Owned by City,,,,,,0.0,,,21,75,MORGAN PARK,RS-2,60643,09/12/2025,,,,,,,41.69048000534794,-87.66483315428269
20297,20-28-105-003-0000,7127 S PARNELL AVE,DPD Large Lots,Sold,2014-01-07T00:00:00.000,2022-04-05T00:00:00.000,,,,16910.0,,,6,68,ENGLEWOOD,RT-4,60621,09/12/2025,,,,,,,41.76438655968438,-87.63794809379425
62158,20-02-103-020-0000,861 E OAKWOOD BLVD,DPD Planning,Owned by City,1974-11-13T00:00:00.000,,Application Closed,,,0.0,2095.0,67044.0,4,36,OAKLAND,B3-3,00000,09/15/2025,,,,2024-07-01T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/6e2c8294-9754-42ba-b0c1-a84de0e1cbfb/cbb-april-1-2024-oakwood-application-90-day-listing,41.824032140824336,-87.60422870127569
50940,20-24-423-018-0000,7021 S MERRILL AVE,CBB Round 1,Sold,1979-08-30T00:00:00.000,,Application(s) Received,,,0.0,,,5,43,SOUTH SHORE,RM-5,60649,09/16/2025,,,,,,,41.76702800987619,-87.57300417388832
21837,25-25-205-008-0000,,Park District,Leased,2002-01-09T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
12600,17-18-107-027-0000,2244 W ADAMS ST,DOH,Owned by City,,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,2569.0,82204.0,27,28,NEAR WEST SIDE,RM-5,60612,05/19/2026,CL4WF,,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/a6c4374c-e4ba-4109-9902-93b91ee78e7b/chiblockbuilder-2026-cl4wf,41.87891248066441,-87.68324300502758
16818,20-16-409-020-0000,338 W 61ST ST,,Owned by City,2005-04-05T00:00:00.000,,Offered,,,0.0,4639.0,9279.0,20,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78382733149321,-87.63423407481648
10053,16-15-132-019-0000,521 S KILBOURN AVE,DPD Planning,Owned by City,2004-05-04T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,C,0.0,6345.0,6345.0,28,26,WEST GARFIELD PARK,M1-2,60624,04/13/2026,Industrial Development,IND 521 S KILBOURN AVE,,2025-11-17T00:00:00.000,Q4 2025,https://cocdpd.submittable.com/submit/4ad3cc09-bbfd-469c-b99a-13bb2f725985/view,41.87354594459894,-87.73746566821762
20621,20-22-104-013-0000,6657 S STATE ST,,Sold,,,,,,2250.0,,,6,69,GREATER GRAND CROSSING,C1-2,60637,09/12/2025,,,,,,,41.773273531342696,-87.62477183038288
12052,17-19-107-006-0000,2047 W WASHBURNE AVE,,Sold,,,,,,0.0,,,28,28,NEAR WEST SIDE,PD 30,60608,09/12/2025,,,,,,,41.865559575807374,-87.67805669456644
16695,20-16-107-005-0000,447 W 56TH ST,,Sold,,,,,,0.0,,,20,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.792971013064,-87.6374106673414
62827,20-03-200-006-0000,3921 S DR MARTIN LUTHER KING JR DR,DPD Planning,Owned by City,,,Application Closed,Environmental Status: Requires Further Env. Review,C,0.0,2798.0,72760.0,3,38,GRAND BOULEVARD,RM-5,60653,05/19/2026,Market Rate,3921-3925 S. MLK,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.82317449362717,-87.61635950542711
62411,20-20-322-037-0000,6946 S ELIZABETH ST,,Owned by City,,,Offered,,,0.0,4094.0,12283.0,17,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.767251488118546,-87.65573779467289
13467,16-23-403-029-0000,1624 S HOMAN AVE,DPD Large Lots,Owned by City,2002-02-15T00:00:00.000,,,,,0.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.91672678479443,-87.66883168072776
23029,26-05-103-018-0000,8843 S BUFFALO AVE,DOH,Owned by City,1994-11-18T00:00:00.000,,Interest,,,0.0,,,10,46,SOUTH CHICAGO,RT-3.5,60617,09/12/2025,,,,,,,41.734321655458956,-87.54399115238385
18585,20-08-402-037-0000,5138 S CARPENTER ST,DOH,Owned by City,2004-08-31T00:00:00.000,,,,,0.0,,,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.80033507793902,-87.65174392391681
9702,16-14-427-024-0000,3450 W ROOSEVELT RD,,Sold,,,,,,3129.0,,,24,29,NORTH LAWNDALE,PD 793,60624,09/12/2025,,,,,,,41.86662957025725,-87.71264900618779
34385,20-17-423-073-0000,807 W 61ST ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,PD 1501,60621,09/12/2025,,,,,,,41.78309076144293,-87.64519915028453
8194,16-02-313-011-0000,1031 N HAMLIN AVE,DPD Large Lots,Sold,,2018-03-19T00:00:00.000,,,,0.0,,,27,23,HUMBOLDT PARK,RS-3,60651,09/12/2025,,,,,,,41.90004850393761,-87.72099233403354
34601,16-02-324-001-0000,959 N MONTICELLO AVE,,Owned by City,2005-11-14T00:00:00.000,,Interest,,,0.0,,,27,23,HUMBOLDT PARK,B1-1,60651,09/12/2025,,,,,,,41.89894220512229,-87.71729865109639
12114,17-19-107-029-0000,,,Sold,,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
14593,20-07-303-037-0000,2020 W 51ST PL,,Owned by City,,,Interest,,,0.0,,,16,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.80056264527672,-87.67566623054259
20776,20-22-205-003-0000,645 E 63RD ST,,Owned by City,1995-08-30T00:00:00.000,,Interest,,,0.0,,,20,42,WOODLAWN,B3-3,60637,09/12/2025,,,,,,,41.78011670597948,-87.60897589016642
58817,16-14-106-024-0000,3920 W JACKSON BLVD,,Owned by City,1995-10-27T00:00:00.000,,Interest,,,0.0,4763.0,14288.0,28,26,WEST GARFIELD PARK,RM-5,60624,03/11/2026,,,,,,,41.877371770620755,-87.72339557334726
